atc,name,dc_id,dm_id,ids_annotations,dc_annotations,id,cuis_dc,cuis_ids,cuis_overlap,cuis_overlap_c,terms_dc,cuis_ids_context,cuis_ids_indications,cuis_overlap_ind,cuis_ids_indications_nic,ids_umls,dc_umls,overlap_umls,overlap_umls_context,ids_context
L01XC14,trastuzumab emtansine                                                                                                                                                                                                                                     ,4990,492dbdb2-077e-4064-bff3-372d6af0a7a2                                                                                                                                                                                                                      ,"UMLS_CUI:C0278498,indication,DM|UMLS_CUI:C0278488,indication,DM|target:UMLS_CUI:C1458155,target:UMLS_CUI:C0006142,target:DOID_1612,role:co-prescribed medications,DB00958|target:UMLS_CUI:C1458155,target:UMLS_CUI:C0006142,target:DOID_1612,role:co-prescribed medications,DB01248|target:UMLS_CUI:C1458155,target:UMLS_CUI:C0006142,target:DOID_1612,role:co-prescribed medications,DB01229|target:UMLS_CUI:C1458155,target:UMLS_CUI:C0006142,target:DOID_1612,role:co-prescribed medications,DB00531|target:UMLS_CUI:C1458155,target:UMLS_CUI:C0006142,target:DOID_1612,role:co-prescribed medications,DB00997|UMLS_CUI:C1960398,target:UMLS_CUI:C0006142,target:UMLS_CUI:C1458155,target:DOID_1612,role:genetic|UMLS_CUI:C0006142,UMLS_CUI:C1458155,DOID_1612,indication,AT|label,DB00072","HER2-positive carcinoma of breast,C1960398,|",1794,1,5,1,1,1,1,4,0,4,"C0278498,C0278488,C1960398,C0006142,C1458155",C1960398,C1960398,C1960398,C1960398
C10AC02,colestipol                                                                                                                                                                                                                                                ,728,4e89bf6e-c78a-402e-9cb2-8d02f6047d68                                                                                                                                                                                                                      ,"UMLS_CUI:C0342879,indication,DM|label,DB00375|DOID:341|DOID:3393|DOID:2348|DOID:13810","Hypercholesterolemia,C0020443,|Hyperlipidemia,C0020473,DOID:1168|",1677,2,1,0,0,2,0,1,0,1,C0342879,"C0020443,C0020473",,,
C10AX12,lomitapide                                                                                                                                                                                                                                                ,4721,e4c45bb5-15f4-437e-ab98-a649b3676d14                                                                                                                                                                                                                      ,"UMLS_CUI:C0342881,indication,AT|label,DB08827","Familial hypercholesterolemia - homozygous,C0342881,|",1684,1,1,1,0,1,0,1,1,1,C0342881,C0342881,C0342881,,
L01XE01,imatinib                                                                                                                                                                                                                                                  ,1423,0291eca5-7a1d-4a79-30be-252224d96509                                                                                                                                                                                                                      ,"UMLS_CUI:C0392784,indication,DM|UMLS_CUI:C0346421,indication,DM|UMLS_CUI:C1540912,indication,DM|target:UMLS_CUI:C1112486,target:DOID_4798,role:genetic,UMLS_CUI:C3888921|UMLS_CUI:C1112486,DOID_4798,indication,DM|target:UMLS_CUI:C1301355,target:DOID_4972,role:genetic,UMLS_CUI:C3888916|UMLS_CUI:C1301355,DOID_4972,indication,DM|target:UMLS_CUI:C1960397,role:context,UMLS_CUI:C1971329|UMLS_CUI:C1960397,indication,DM|target:UMLS_CUI:C1617857,role:co-therapies,UMLS_CUI:C0854621,target:UMLS_CUI:C1618372,target:UMLS_CUI:C1618886|target:UMLS_CUI:C0279543,role:context,UMLS_CUI:C1617857|target:UMLS_CUI:C0279543,role:context,UMLS_CUI:C1618372|target:UMLS_CUI:C0279543,role:context,UMLS_CUI:C1618886|UMLS_CUI:C0279543,indication,DM|label,DB00619","Chronic Myelocytic Leukemia Accelerated Phase,,|Systemic mast cell disease,C0221013,DOID:349|Chronic phase chronic myeloid leukemia,C0023474,|Blastic phase chronic myeloid leukemia,C0005699,|Philadelphia Chromosome Positive Chronic Myelocytic Leukemia,,|Chronic eosinophilic leukemia,C0346421,|Philadelphia chromosome-positive acute lymphoblastic leukemia,C1960397,|Myelodysplastic/ Myeloproliferative Diseases associated with Platelet-derived Growth Factor Receptor,,|Dermatofibrosarcoma protuberans,C0392784,DOID:3507|Idiopathic hypereosinophilic syndrome,C0206141,|Gastrointestinal stromal tumor,C0238198,DOID:9253|",1784,8,14,3,0,11,7,7,3,7,"C0392784,C0346421,C1540912,C3888921,C1112486,C3888916,C1301355,C1971329,C1960397,C0854621,C1617857,C1618372,C1618886,C0279543","C0221013,C0023474,C0005699,C0346421,C1960397,C0392784,C0206141,C0238198","C0346421,C1960397,C0392784",,"C3888921,C3888916,C1971329,C0854621,C1617857,C1618372,C1618886"
C10AA01,simvastatin                                                                                                                                                                                                                                               ,2445,5c1c694c-4b08-469e-b538-08e69df06146                                                                                                                                                                                                                      ,"UMLS_CUI:C0452298,role:compatible medication|UMLS_CUI:C1282512,indication|UMLS_CUI:C0010068,indication|DB00641,label","Prevention of Transient Ischemic Attacks,,|Hypoalphalipoproteinemia,C0473527,|Familial type 3 hyperlipoproteinemia,C0020479,DOID:3145|Slow Progression of Coronary Artery Disease,,|Cerebrovascular accident,C0038454,DOID:6713|Arteriosclerotic vascular disease,C0003850,DOID:2349|Familial hypercholesterolemia - heterozygous,C0342882,|Hypercholesterolemia,C0020443,|Familial hypercholesterolemia - homozygous,C0342881,|Hypertriglyceridemia,C0020557,|Mixed hyperlipidemia,C0020474,|Myocardial Infarction Prevention,,|",1749,9,3,0,0,12,1,2,0,2,"C0452298,C1282512,C0010068","C0473527,C0020479,C0038454,C0003850,C0342882,C0020443,C0342881,C0020557,C0020474",,,C0452298
L01AD01,carmustine                                                                                                                                                                                                                                                ,512,783ec80b-95d7-44c7-8b90-fa7394f50f67                                                                                                                                                                                                                      ,"UMLS_CUI:C0555198,indication,AT|label,DB00262","Malignant neoplasm of brain,C0153633,DOID:1319|Multiple myeloma,C0026764,DOID:9538|Hodgkins disease,C0019829,DOID:8651,DOID:8567|Diffuse non-Hodgkins lymphoma, large cell,C0079744,|Non-Hodgkins lymphoma,C0024305,DOID:8675|Glioma, malignant,C0555198,DOID:3070|Glioblastoma multiforme of brain,C0349543,DOID:3073|",1762,7,1,1,0,7,0,1,1,1,C0555198,"C0153633,C0026764,C0019829,C0079744,C0024305,C0555198,C0349543",C0555198,,
C09BX02,perindopril and bisoprolol                                                                                                                                                                                                                                ,380,87768fbf-7c63-47da-8925-0316f343d6ef                                                                                                                                                                                                                      ,"UMLS_CUI:C0585943,role:co-therapies,target:UMLS_CUI:C1956346,target:DOID_3393|UMLS_CUI:C0003364,role:co-therapies,target:UMLS_CUI:C1956346,target:DOID_3393|UMLS_CUI:C1096021,role:co-therapies,target:UMLS_CUI:C1956346,target:DOID_3393|UMLS_CUI:C1956346,indication,DOID_3393|UMLS_CUI:C0012802,role:co-therapies,target:UMLS_CUI:C0020538,target:UMLS_CUI:C0085580|UMLS_CUI:C0085580,indication,DOID_10825|UMLS_CUI:C0020538,indication,DOID_10763|DB00790,label","Hypertensive disorder,C0020538,DOID:10763|",1685,1,7,1,0,1,4,3,1,3,"C0585943,C0003364,C1096021,C1956346,C0012802,C0085580,C0020538",C0020538,C0020538,,"C0585943,C0003364,C1096021,C0012802"
C09AA04,perindopril                                                                                                                                                                                                                                               ,2108,87768fbf-7c63-47da-8925-0316f343d6ef                                                                                                                                                                                                                      ,"UMLS_CUI:C0585943,role:co-therapies,target:UMLS_CUI:C1956346,target:DOID_3393|UMLS_CUI:C0003364,role:co-therapies,target:UMLS_CUI:C1956346,target:DOID_3393|UMLS_CUI:C1096021,role:co-therapies,target:UMLS_CUI:C1956346,target:DOID_3393|UMLS_CUI:C1956346,indication,DOID_3393|UMLS_CUI:C0012802,role:co-therapies,target:UMLS_CUI:C0020538,target:UMLS_CUI:C0085580|UMLS_CUI:C0085580,indication,DOID_10825|UMLS_CUI:C0020538,indication,DOID_10763|DB00790,label","Myocardial Infarction Prevention,,|Hypertensive disorder,C0020538,DOID:10763|",1738,1,7,1,0,2,4,3,1,3,"C0585943,C0003364,C1096021,C1956346,C0012802,C0085580,C0020538",C0020538,C0020538,,"C0585943,C0003364,C1096021,C0012802"
C01BC03,propafenone                                                                                                                                                                                                                                               ,2291,a313c111-e539-47bc-9d57-c3767f74bcca                                                                                                                                                                                                                      ,"UMLS_CUI:C0750197,indication|UMLS_CUI:C0085612,indication,SYM|UMLS_CUI:C0030590,indication,SYM|UMLS_CUI:C0235480,indication,SYM|label,DB01182","Paroxysmal atrial fibrillation,C0235480,|Life-Threatening Ventricular Tachycardia,,|Atrial fibrillation,C0004238,DOID:0060224|Paroxysmal atrial flutter,C0741292,|Paroxysmal supraventricular tachycardia,C0030590,|",1651,4,4,2,0,5,0,4,2,4,"C0750197,C0085612,C0030590,C0235480","C0235480,C0004238,C0741292,C0030590","C0235480,C0030590",,
L01XX35,anagrelide                                                                                                                                                                                                                                                ,209,6727d5d4-e8ec-4a85-bc82-ec70b641eecf                                                                                                                                                                                                                      ,"UMLS_CUI:C0836924,indication,SYM|target:UMLS_CUI:C0836924,role:co-morbidities,UMLS_CUI:C0027022|label,DB00261","Essential thrombocythemia,C0040028,DOID:2224|Thrombocytosis in Myeloproliferative Disease,,|",1799,1,2,0,0,2,1,1,0,1,"C0836924,C0027022",C0040028,,,C0027022
L01AX04,dacarbazine                                                                                                                                                                                                                                               ,773,b6b97e41-5f15-498c-abfb-d8443ea4d216                                                                                                                                                                                                                      ,"UMLS_CUI:C0860594,indication,DM|UMLS_CUI:C0019829,indication,DM|label,DB00851","Hodgkins disease,C0019829,DOID:8651,DOID:8567|Metastatic malignant melanoma,C0860594,|",1765,2,2,2,0,2,0,2,2,2,"C0860594,C0019829","C0019829,C0860594","C0019829,C0860594",,
L01XD04,aminolevulinic acid                                                                                                                                                                                                                                       ,166,l51b031a0-bc40-4159-a434-d48c3eadd2ca                                                                                                                                                                                                                     ,"UMLS_CUI:C1274598,UMLS_CUI:C1274599,UMLS_CUI:C1274600,indication,DM|label,DB00855","Fluorescent stain,C0303920,|Actinic keratosis,C0022602,DOID:8866|Non-Hyperkeratotic Actinic Keratoses,,|",1783,2,3,0,0,3,0,3,0,3,"C1274598,C1274599,C1274600","C0303920,C0022602",,,
L01AD04,streptozocin                                                                                                                                                                                                                                              ,2483,15d161ed-9e7b-4c92-ba45-0556d2423e67                                                                                                                                                                                                                      ,"UMLS_CUI:C1276147,indication,DM|label,DB00428","Pancreatic Neuroendocrine Tumor,,|",1763,0,1,0,0,1,0,1,0,1,C1276147,,,,
C04AB01,phentolamine                                                                                                                                                                                                                                              ,2142,38be9414-87c4-4a8a-9f17-99be0d0a33fa                                                                                                                                                                                                                      ,"UMLS_CUI:C1301866,indication,DM|label,DB00692","Peripheral vascular disease,C0085096,|Prevention of Hypertension in Pheochromocytoma,,|Hypertensive Emergencies,,|Pheochromocytoma,C0031511,|Cerebral ischemia,C0917798,|Paroxysmal hypertension,C0221154,|Diagnostic Test for Pheochromocytoma,,|Dermal Necrosis,,|Hypertension Secondary to Pheochromocytoma,,|",1711,4,1,0,0,9,0,1,0,1,C1301866,"C0085096,C0031511,C0917798,C0221154",,,
C01DX19,nesiritide                                                                                                                                                                                                                                                ,1901,44c45bfe-461f-4398-8f20-ea771b2403ee                                                                                                                                                                                                                      ,"UMLS_CUI:C1391960,indication,confirmed,SYM|label,DB04899|UMLS_CUI:C1827266,indication,confirmed","Decompensated chronic heart failure,C1827266,|Decompensated cardiac failure,C0581377,|",1661,2,2,1,0,2,0,2,1,2,"C1391960,C1827266","C1827266,C0581377",C1827266,,
L01AA01,cyclophosphamide                                                                                                                                                                                                                                          ,758,367b47d7-c4de-4b39-bd3a-69c29d80396f                                                                                                                                                                                                                      ,"UMLS_CUI:C1704321,indication,DM|UMLS_CUI:C0678222,DOID_3459,indication,DM|UMLS_CUI:C0035335,DOID_768,indication,DM|UMLS_CUI:C0948216,DOID_3713,indication,DM|UMLS_CUI:C0027819,DOID_769,indication,DM|UMLS_CUI:C0026948,DOID_8691,indication,DM|DOID_9119,UMLS_CUI:C0023467,UMLS_CUI:C0023465,DOID_8864,indication,DM|UMLS_CUI:C0023473,DOID_8552,indication,DM|UMLS_CUI:C0023434,DOID_1040,indication,DM|UMLS_CUI:C0026764,DOID_9538,indication,DM|UMLS_CUI:C0006413,DOID_8584,indication,DM|DOID_8538,UMLS_CUI:C0024302,indication,DM|UMLS_CUI:C0079757,indication,DM|UMLS_CUI:C0019829,indication,DM|UMLS_CUI:C4085957,UMLS_CUI:C4085955,indication,DM|label,DB00531","Malignant lymphoma,C0024299,DOID:0060058|Multiple myeloma,C0026764,DOID:9538|Mycosis fungoides,C0026948,DOID:8691|Neuroblastoma,C0027819,DOID:769|Retinoblastoma,C0035335,DOID:768|Carcinoma of breast,C0678222,DOID:3459|",1760,6,17,5,0,6,0,17,5,17,"C1704321,C0678222,C0035335,C0948216,C0027819,C0026948,C0023467,C0023465,C0023473,C0023434,C0026764,C0006413,C0024302,C0079757,C0019829,C4085957,C4085955","C0024299,C0026764,C0026948,C0027819,C0035335,C0678222","C0026764,C0026948,C0027819,C0035335,C0678222",,
C07AG01,labetalol                                                                                                                                                                                                                                                 ,1531,d8e0af49-8c2a-4ada-804f-17ce2abad15b                                                                                                                                                                                                                      ,"UMLS_CUI:C1753303;C4013784,indication|DB00598,label","Hypertensive disorder,C0020538,DOID:10763|",1728,1,1,0,0,1,0,1,0,1,C1753303;C4013784,C0020538,,,
C10AX09,ezetimibe                                                                                                                                                                                                                                                 ,1125,ac539a72-77e4-419c-b1d9-42002e9cecf7                                                                                                                                                                                                                      ,"UMLS_CUI:C2047520,confirmed,DM,indication|UMLS_CUI:C1301700,contraindication|UMLS_CUI:C0598784,UMLS_CUI:C0242339,contraindication|UMLS_CUI:C0004153,UMLS_CUI:C0333482,indication,DM,confirmed|DOID_13810,UMLS_CUI:C0020445,indication,DM,confirmed|DOID_13809,UMLS_CUI:C0020474,indication,DM,confirmed|DOID_178,UMLS_CUI:C0752130,UMLS_CUI:C0002940,UMLS_CUI:C0752127,indication,DM,confirmed|label,DB00973","Mixed hyperlipidemia,C0020474,|Familial hypercholesterolemia - homozygous,C0342881,|Hypercholesterolemia,C0020443,|Familial hypercholesterolemia - heterozygous,C0342882,|Hyperlipidemia,C0020473,DOID:1168|Sitosterolemia,C0342907,|",1678,6,11,1,0,6,3,8,1,8,"C2047520,C1301700,C0598784,C0242339,C0004153,C0333482,C0020445,C0020474,C0752130,C0002940,C0752127","C0020474,C0342881,C0020443,C0342882,C0020473,C0342907",C0020474,,"C1301700,C0598784,C0242339"
L01DB03,epirubicin                                                                                                                                                                                                                                                ,1030,f7ec5ec1-fb05-4c78-b821-9aea638cf144                                                                                                                                                                                                                      ,"UMLS_CUI:C2216708,DOID_1612,indication,DM|label,DB00445","Carcinoma of breast,C0678222,DOID:3459|",1778,1,1,0,0,1,0,1,0,1,C2216708,C0678222,,,
C01EA01,alprostadil                                                                                                                                                                                                                                               ,138,bb155759-3889-4cb3-9695-42a588f4f689                                                                                                                                                                                                                      ,"UMLS_CUI:C2936170,UMLS_CUI:C0013274,indication,DM|target:UMLS_CUI:2936170,target:UMLS_CUI:C0013274,role:context,UMLS_CUI:C0018798|label,DB00770","Congenital atresia of the pulmonary valve,C0242855,|Congenital atresia of tricuspid valve,C0243002,|Coarctation of aorta,C0003492,|Tetralogy of Fallot,C0039685,DOID:6419|Impotence,C0242350,|Aorta Dextratransposition with Intact Ventricular Septum,,|Congenital Heart Defect Requiring Open Patent Ductus Arteriosus,,|Pulmonary artery stenosis,C0238397,|Ebsteins anomaly of tricuspid valve,C3665605,DOID:14289|",1662,7,3,0,0,9,1,2,0,2,"C2936170,C0013274,C0018798","C0242855,C0243002,C0003492,C0039685,C0242350,C0238397,C3665605",,,C0018798
C02CA04,doxazosin                                                                                                                                                                                                                                                 ,954,3ed04255-7d9c-464c-bfa6-c355755862d8                                                                                                                                                                                                                      ,"UMLS_CUI:C2937421,indication,confirmed,SNOMED:266569009,MESH:D011470|DB00590,label|DOID_10763,indication,confirmed,UMLS_CUI:C0020538","Hypertensive disorder,C0020538,DOID:10763|Benign prostatic hyperplasia,C1739363,DOID:2883|",1670,2,2,1,0,2,0,2,1,2,"C2937421,C0020538","C0020538,C1739363",C0020538,,
C02KX04,macitentan                                                                                                                                                                                                                                                ,4809,1e484a50-55db-4b85-8c57-6cd1b0353abd                                                                                                                                                                                                                      ,"UMLS_CUI:C2973725,indication,DM|label,DB08932","Pulmonary arterial hypertension,C2973725,|",1691,1,1,1,0,1,0,1,1,1,C2973725,C2973725,C2973725,,
C09AA02,enalapril                                                                                                                                                                                                                                                 ,1005,ac0289a6-9533-4f8c-b46c-506dce1b90b5                                                                                                                                                                                                                      ,"UMLS_CUI:C3698411,indication|UMLS_CUI:C0012798,role:compatible medication|UMLS_CUI:C0012252,role:compatible medication|UMLS_CUI:C0742758,indication,DOID_6000,UMLS_CUI:C0018801|role:compatible medication,UMLS_CUI:C0012802|role:compatible medication,UMLS_CUI:C0003364|DOID_10763,indication,UMLS_CUI:C0020538|DB00584,label","Asymptomatic left ventricular systolic dysfunction,C3698411,|Hypertensive disorder,C0020538,DOID:10763|Congestive heart failure,C0018802,DOID:6000|",1737,3,8,2,0,3,4,4,2,4,"C3698411,C0012798,C0012252,C0742758,C0018801,C0012802,C0003364,C0020538","C3698411,C0020538,C0018802","C3698411,C0020538",,"C0012798,C0012252,C0012802,C0003364"
L01CB02,teniposide                                                                                                                                                                                                                                                ,2590,f19cf6d7-a1c8-42ec-844c-c798512139d9                                                                                                                                                                                                                      ,"UMLS_CUI:C4054085,DOID_0080144,indication,DM|label,DB00444","Acute lymphoid leukemia, disease,C0023449,DOID:9952|",1776,1,1,0,0,1,0,1,0,1,C4054085,C0023449,,,
